,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
617,Eleocharis palustris,Eleocharis palustris,Grass,EFNative,6,"MD, PA, MA, ME, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.036144578,617
618,Gaillardia pulchella,Gaillardia pulchella,Forb/herb,EFNative,6,"MA, WV, VT, VA","CO, KS, MO, NE, OK, SD, AZ, NM, TX",NA,0.01171875,0.036144578,618
619,Helianthus microcephalus,Helianthus microcephalus,Forb/herb,EFNative,6,"MD, PA, NJ, VA","IL, IA, MN, CT, IN, MI, NJ, OH, PA, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.036144578,619
620,Rhododendron cumberlandense,Rhododendron cumberlandense,Shrub,EFNative,6,"PA, MD, VT","AL, GA, KY, NC, TN, VA",NA,0.01171875,0.036144578,620
621,Silphium integrifolium,Silphium integrifolium,Forb/herb,EFNative,6,"MD, MA, PA, VA","WY, IL, IA, KS, MO, NE, OK, SD, WI, IN, MI, NM, TX, AL, AR, KY, LA, MS, TN",NA,0.01171875,0.036144578,621
622,Andersonglossum virginianum,Andersonglossum virginianum,Forb/herb,EFNative,2,"PA, VA","IL, MO, OK, CT, IN, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,622
623,Andropogon gyrans,Andropogon gyrans,Grass,EFNative,2,VA,"IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,623
624,Arabidopsis lyrata,Arabidopsis lyrata,Forb/herb,EFNative,2,"MD, PA","AK, WA, IL, IA, MN, MO, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, AL, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.024096386,624
625,Aristolochia serpentaria,Aristolochia serpentaria,Forb/herb,EFNative,2,VA,"IL, IA, KS, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,625
626,Bidens frondosa,Bidens frondosa,Forb/herb,EFNative,2,MD,"AK, CO, ID, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,626
627,Bolboschoenus robustus,Bolboschoenus robustus,Grass,EFNative,2,"VA, MD","CT, ME, MA, NH, NJ, NY, PA, RI, CA, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.024096386,627
628,Calopogon tuberosus,Calopogon tuberosus,Forb/herb,EFNative,2,PA,"IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,628
629,Carex cephalophora,Carex cephalophora,Grass,EFNative,2,"RI, MA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.024096386,629
630,Carex glaucodea,Carex glaucodea,Grass,EFNative,2,"MD, VA","IL, MO, OK, CT, IN, MA, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,630
631,Carex muehlenbergii,Carex muehlenbergii,Grass,EFNative,2,"CT, VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,631
632,Carex nigromarginata,Carex nigromarginata,Grass,EFNative,2,VA,"IL, MO, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,632
633,Cirsium muticum,Cirsium muticum,Forb/herb,EFNative,2,MA,"IL, IA, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.024096386,633
634,Clematis crispa,Clematis crispa,Vine,EFNative,2,VA,"IL, MO, OK, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0,0.024096386,634
635,Clematis occidentalis,Clematis occidentalis,Vine,EFNative,2,"PA, VA","CO, ID, MT, OR, WA, WY, IL, IA, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, UT, NM, DE, MD, NC, VA",NA,0,0.024096386,635
636,Clematis ochroleuca,Clematis ochroleuca,Forb/herb,EFNative,2,VA,"NJ, NY, GA, MD, NC, SC, VA",NA,0,0.024096386,636
637,Clitoria mariana,Clitoria mariana,Forb/herb,EFNative,2,VA,"IL, IA, KS, NE, OK, SD, WI, IN, ME, NJ, NY, WV, AZ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0,0.024096386,637
638,Coleataenia anceps,Coleataenia anceps,Grass,EFNative,2,"VA, MD","IL, IA, KS, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,638
639,Cyrilla racemiflora,Cyrilla racemiflora,Shrub,EFNative,2,VA,"TX, AL, DE, FL, GA, LA, MS, NC, SC, VA",NA,0,0.024096386,639
640,Cystopteris fragilis,Cystopteris fragilis,Forb/herb,EFNative,2,"PA, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, ND, NE, SD, WI, CT, ME, MA, MI, NH, NY, OH, PA, VT, AZ, CA, NV, UT, NM, TX, NC, VA",NA,0,0.024096386,640
641,Desmodium paniculatum,Desmodium paniculatum,Forb/herb,EFNative,2,"VA, MA","IL, MN, OK, IN, ME, MA, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,641
642,Dichanthelium acuminatum,Dichanthelium acuminatum,Grass,EFNative,2,"VA, MD","CT, MA, NH, NJ, NY, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.024096386,642
643,Dichanthelium boscii,Dichanthelium boscii,Grass,EFNative,2,"PA, VA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,643
644,Doellingeria infirma,Doellingeria infirma,Forb/herb,EFNative,2,"MD, VA","CT, MA, NJ, NY, OH, PA, RI, WV, AL, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0,0.024096386,644
645,Elephantopus tomentosus,Elephantopus tomentosus,Forb/herb,EFNative,2,VA,"OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,645
646,Erianthus giganteus,Erianthus giganteus,Grass,EFNative,2,"VA, MD","IL, MO, OK, NJ, NY, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,646
647,Gaylussacia frondosa,Gaylussacia frondosa,Shrub,EFNative,2,"PA, VA","CT, MA, NH, NJ, NY, PA, RI, DE, GA, MD, NC, SC, VA",NA,0,0.024096386,647
648,Gentiana saponaria,Gentiana saponaria,Forb/herb,EFNative,2,VA,"IL, OK, WI, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,648
649,Gentianopsis crinita,Gentianopsis crinita,Forb/herb,EFNative,2,"MA, PA","IL, IA, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, MD, NC, TN, VA",NA,0,0.024096386,649
650,Geum aleppicum,Geum aleppicum,Forb/herb,EFNative,2,"MA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, AZ, CA, UT, NM, MD, NC, TN, VA",NA,0,0.024096386,650
651,Hackelia virginiana,Hackelia virginiana,Forb/herb,EFNative,2,"NJ, MA","IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,651
652,Hieracium gronovii,Hieracium gronovii,Forb/herb,EFNative,2,"VA, PA","IL, KS, MN, MO, OK, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,652
653,Hylodesmum nudiflorum,Hylodesmum nudiflorum,Forb/herb,EFNative,2,"VA, MA","IL, IA, MN, MO, OK, WI, IN, MI, NH, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,653
654,Ipomoea pandurata,Ipomoea pandurata,Forb/herb,EFNative,2,PA,"IL, KS, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,654
655,Krigia virginica,Krigia virginica,Forb/herb,EFNative,2,"PA, CT","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,655
656,Lespedeza violacea,Lespedeza violacea,Forb/herb,EFNative,2,"MD, PA","IL, IA, KS, MN, MO, NE, OK, WI, IN, ME, MI, NY, OH, PA, VT, WV, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,656
657,Ludwigia decurrens,Ludwigia decurrens,Forb/herb,EFNative,2,"PA, VA","IL, MO, OK, WI, IN, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",CA,0,0.024096386,657
658,Lycopus uniflorus,Lycopus uniflorus,Forb/herb,EFNative,2,"VA, NJ","AK, CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, CT, ME, MI, NH, NY, RI, VT, CA, AR, KY, MD, NC, TN, VA",NA,0,0.024096386,658
659,Lycopus virginicus,Lycopus virginicus,Forb/herb,EFNative,2,"NJ, VA","ID, IL, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,659
660,Melothria pendula,Melothria pendula,Forb/herb,EFNative,2,VA,"IL, KS, MO, OK, IN, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,660
661,Neviusia alabamensis,Neviusia alabamensis,Shrub,EFNative,2,"PA, NJ","AL, AR, GA, KY, MS, TN",NA,0,0.024096386,661
662,Nuphar lutea,Nuphar lutea,Forb/herb,EFNative,2,"NJ, MD","AL, AZ, AR, CA, CO, CT, DE, FL, GA, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY",NA,0,0.024096386,662
663,Osmorhiza longistylis,Osmorhiza longistylis,Forb/herb,EFNative,2,"PA, VA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,663
664,Panax quinquefolius,Panax quinquefolius,Forb/herb,EFNative,2,"PA, OH","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",All,0,0.024096386,664
665,Pedicularis canadensis,Pedicularis canadensis,Forb/herb,EFNative,2,"MA, PA","CO, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,665
666,Poa nemoralis,Poa nemoralis,Grass,EFNative,2,"NJ, MD","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, TX, DE, MD, NC, TN, VA",NA,0,0.024096386,666
667,Prunus pensylvanica,Prunus pensylvanica,Shrub,EFNative,2,"MD, PA","CO, MT, WY, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, GA, MD, NC, TN, VA",NA,0,0.024096386,667
668,Pycnanthemum torreyi,Pycnanthemum torreyi,Forb/herb,EFNative,2,VA,"IL, KS, MO, CT, NJ, NY, PA, WV, DE, GA, MD, NC, SC, TN",NA,0,0.024096386,668
669,Rhynchospora capitellata,Rhynchospora capitellata,Grass,EFNative,2,"VA, PA","OR, IL, KS, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, TX, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.024096386,669
670,Rubus flagellaris,Rubus flagellaris,Shrub,EFNative,2,"PA, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,670
671,Salix amygdaloides,Salix amygdaloides,Shrub,EFNative,2,PA,"CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, NY, OH, PA, VT, AZ, NV, UT, NM, TX, KY",NA,0,0.024096386,671
672,Scutellaria elliptica,Scutellaria elliptica,Forb/herb,EFNative,2,"PA, VA","IL, MO, IN, MI, NY, OH, PA, WV, TX, AL, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0,0.024096386,672
673,Sisyrinchium atlanticum,Sisyrinchium atlanticum,Forb/herb,EFNative,2,"RI, PA","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,673
674,Solidago arguta,Solidago arguta,Forb/herb,EFNative,2,"PA, MA","IL, KS, MO, OK, CT, ME, MA, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,674
675,Strophostyles umbellata,Strophostyles umbellata,Forb/herb,EFNative,2,"MD, VA","IL, KS, OK, NJ, NY, PA, VT, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,675
676,Symphyotrichum dumosum,Symphyotrichum dumosum,Forb/herb,EFNative,2,"PA, VA","IL, IA, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,676
677,Symphyotrichum undulatum,Symphyotrichum undulatum,Forb/herb,EFNative,2,VA,"IL, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,677
678,Triosteum aurantiacum,Triosteum aurantiacum,Forb/herb,EFNative,2,"PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0,0.024096386,678
679,Valeriana pauciflora,Valeriana pauciflora,Forb/herb,EFNative,2,PA,"IL, IN, OH, PA, WV, AL, KY, MD, TN, VA",NA,0,0.024096386,679
680,Verbena urticifolia,Verbena urticifolia,Forb/herb,EFNative,2,"VA, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.024096386,680
681,Zephyranthes atamasco,Zephyranthes atamasco,Forb/herb,EFNative,2,VA,"AL, FL, GA, MD, MS, NC, SC, VA",NA,0,0.024096386,681
682,Spigelia marilandica,Spigelia marilandica,Forb/herb,EFNative,43,"MA, NY, RI, PA, ME, OH, VA, DE, NJ, WV, CT, MD, VT, NH","IL, MO, OK, IN, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.12109375,0.144578313,682
683,Quercus muehlenbergii,Quercus muehlenbergii,Tree,EFNative,39,"VA, NJ, OH, PA, KY, NY, MD, VT","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.109375,0.13253012,683
684,Pinus resinosa,Pinus resinosa,Tree,EFNative,15,"DE, PA, MA, MD, ME, OH, CT","IL, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, VT, WV",NA,0.0390625,0.060240964,684
685,Carya illinoinensis,Carya illinoinensis,Tree,EFNative,11,"OH, PA, MD, VA","IL, IA, KS, MO, OK, IN, TX, AR, KY, LA, MS, TN",NA,0.02734375,0.048192771,685
686,Deschampsia cespitosa,Deschampsia cespitosa,Grass,EFNative,56,"OH, NY, MD, PA, RI, NJ, ME, VT, VA, DE, CT, NH, WV, MA","AK, CO, ID, MT, OR, WA, WY, IL, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, KY, MD, NC, VA",NA,0.16015625,0.180722892,686
687,Cardamine concatenata,Cardamine concatenata,Forb/herb,EFNative,7,"MA, PA, WV, CT, VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.036144578,687
688,Carex texensis,Carex texensis,Grass,EFNative,7,"VA, MA, PA, NJ, MD, WV","IL, KS, MO, NE, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.036144578,688
689,Chamaedaphne calyculata,Chamaedaphne calyculata,Shrub,EFNative,7,"MA, CT, DE, ME, PA, NH","AK, IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, DE, GA, MD, NC, SC",NA,0.015625,0.036144578,689
690,Eleocharis geniculata,Eleocharis geniculata,Grass,EFNative,7,"VA, NJ, MD, PA","IL, NE, OK, IN, MI, NJ, OH, PA, AZ, CA, NV, NM, TX, AL, FL, GA, LA",NA,0.015625,0.036144578,690
691,Sorbus decora,Sorbus decora,Shrub,EFNative,7,"NY, ME, PA, MA, NJ","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT",NA,0.015625,0.036144578,691
692,Aconitum uncinatum,Aconitum uncinatum,Forb/herb,EFNative,3,"MA, DE, VA","IL, IN, OH, PA, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.024096386,692
693,Aesculus sylvatica,Aesculus sylvatica,Shrub,EFNative,3,"VA, PA","AL, GA, NC, SC, TN, VA",NA,0.00390625,0.024096386,693
694,Antennaria parlinii,Antennaria parlinii,Forb/herb,EFNative,3,"PA, VA, MD","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,694
695,Aristolochia tomentosa,Aristolochia tomentosa,Vine,EFNative,3,"NJ, ME, VA","IL, KS, MO, OK, IN, NY, TX, AL, AR, FL, GA, KY, LA, MS, NC, TN",NA,0.00390625,0.024096386,695
696,Asclepias viridis,Asclepias viridis,Forb/herb,EFNative,3,"RI, OH, VA","IL, KS, MO, NE, OK, IN, OH, WV, TX, AL, AR, FL, GA, KY, LA, MS, SC, TN",NA,0.00390625,0.024096386,696
697,Bromus kalmii,Bromus kalmii,Grass,EFNative,3,"MA, PA","IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, MD, VA",NA,0.00390625,0.024096386,697
698,Carex annectens,Carex annectens,Grass,EFNative,3,"CT, MD, PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,698
699,Carex jamesii,Carex jamesii,Grass,EFNative,3,"VA, PA","IL, IA, KS, MN, MO, NE, OK, WI, IN, MI, NJ, NY, OH, PA, WV, TX, AL, AR, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,699
700,Carex shortiana,Carex shortiana,Grass,EFNative,3,"PA, NJ, VA","IL, IA, KS, MO, OK, IN, NY, OH, PA, WV, AR, KY, MD, TN, VA",NA,0.00390625,0.024096386,700
701,Cornus drummondii,Cornus drummondii,Shrub,EFNative,3,"VT, OH","IL, IA, KS, MO, NE, OK, SD, WI, IN, MI, NY, OH, PA, TX, AL, AR, GA, KY, LA, MS, TN",NA,0.00390625,0.024096386,701
702,Dasiphora fruticosa,Dasiphora fruticosa,Shrub,EFNative,3,"CT, MA, MD","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM",NA,0.00390625,0.024096386,702
703,Diarrhena obovata,Diarrhena obovata,Grass,EFNative,3,"PA, NJ","IL, MN, WI, NY, PA, WV, KY, TN, VA",NA,0.00390625,0.024096386,703
704,Dryopteris celsa,Dryopteris celsa,Forb/herb,EFNative,3,"ME, VA","IL, MO, IN, MI, NJ, NY, PA, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,704
705,Eragrostis elliottii,Eragrostis elliottii,Grass,EFNative,3,"MA, PA, MD","MO, OK, TX, AL, AR, FL, GA, LA, MS, NC, SC",NA,0.00390625,0.024096386,705
706,Erigeron philadelphicus,Erigeron philadelphicus,Forb/herb,EFNative,3,"VA, PA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, NV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,706
707,Geranium robertianum,Geranium robertianum,Forb/herb,EFNative,3,"CT, VA","MT, OR, WA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, OH, PA, RI, VT, WV, CA, DE, MD, VA","OR, WA",0.00390625,0.024096386,707
708,Houstonia longifolia,Houstonia longifolia,Forb/herb,EFNative,3,"RI, PA, WV","IL, MN, MO, OK, WI, IN, NY, VT, TX, AL, AR, FL, GA, KY, MD, MS, TN, VA",NA,0.00390625,0.024096386,708
709,Ilex mucronata,Ilex mucronata,Shrub,EFNative,3,"NH, MA, ME","IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.00390625,0.024096386,709
710,Iris verna,Iris verna,Forb/herb,EFNative,3,"VA, WV","MO, OH, PA, WV, AL, AR, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.024096386,710
711,Juncus greenei,Juncus greenei,Grass,EFNative,3,"RI, PA, MA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT",NA,0.00390625,0.024096386,711
712,Krigia biflora,Krigia biflora,Forb/herb,EFNative,3,"PA, NJ","CO, IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, AZ, NM, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0.00390625,0.024096386,712
713,Laportea canadensis,Laportea canadensis,Forb/herb,EFNative,3,"ME, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,713
714,Liatris cylindracea,Liatris cylindracea,Forb/herb,EFNative,3,"MD, PA","IL, IA, KS, MN, MO, OK, WI, IN, MI, NY, OH, AL, AR, GA, KY, TN",NA,0.00390625,0.024096386,714
715,Malus angustifolia,Malus angustifolia,Shrub,EFNative,3,"MD, DE, PA","IL, MO, NJ, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,715
716,Matelea obliqua,Matelea obliqua,Forb/herb,EFNative,3,"VA, NY","IL, MO, IN, OH, PA, WV, AL, GA, KY, MD, MS, NC, TN, VA",NA,0.00390625,0.024096386,716
717,Orontium aquaticum,Orontium aquaticum,Forb/herb,EFNative,3,"PA, MA, MD","CT, MA, NJ, NY, PA, RI, WV, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,717
718,Poa palustris,Poa palustris,Grass,EFNative,3,"MD, PA, MA","AK, CO, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, DE, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,718
719,Robinia hispida,Robinia hispida,Shrub,EFNative,3,"PA, VA","NJ, NY, PA, VT, AL, GA, KY, MD, NC, SC, TN, VA",WI,0.00390625,0.024096386,719
720,Rudbeckia grandiflora,Rudbeckia grandiflora,Forb/herb,EFNative,3,"MD, NJ, PA","IL, KS, MO, OK, OH, TX, AR, GA, KY, LA, MS",NA,0.00390625,0.024096386,720
721,Sedum glaucophyllum,Sedum glaucophyllum,Forb/herb,EFNative,3,"MD, VA, NJ","WV, MD, NC, VA",NA,0.00390625,0.024096386,721
722,Sedum pulchellum,Sedum pulchellum,Forb/herb,EFNative,3,"MA, VA","IL, KS, MO, OK, OH, TX, AL, AR, GA, KY, MS, TN",NA,0.00390625,0.024096386,722
